PERIOD,ID,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,V_9,V_10,V_11,V_12,V_13,V_14,V_15,V_16,V_17,V_18,V_19,V_20,V_21,V_22,V_23,V_24,V_25,V_26,V_27,V_28,V_29,V_30,V_31,V_32,V_33,V_34,V_35,V_36,V_37,V_38,V_39,V_40,V_41,V_42,V_43
1,2763,30.0,,0.0,1.0,1.0,,0.0,,0.0,30.0,3.0,261.35,970.08,,1.8,0.0,0.0,1.73,0.0,0.0,0.0,0.071291,1021.42,981.98,39.43,0.0,0.0,326.0,309.0,3.0,0.0,315.0,306.0,9.0,0.0,0.0,61.3,5.6075,0.0,0.0,61.3,0.0,0.0
2,2763,31.0,31.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,31.0,,189.53,667.93,663.48,3.95,,0.0,0.5,0.0,0.0,0.0,0.077698,862.62,852.43,10.18,0.0,0.0,279.0,,1.0,0.0,302.0,300.0,2.0,0.0,0.0,59.9,1.5275,0.0,0.0,59.9,0.0,0.0
3,2763,31.0,31.0,1.0,1.0,,0.0,1.0,1.0,0.0,31.0,3.0,138.75,672.6,657.03,15.2,0.0,0.0,0.37,7.0,0.0,0.0,,964.72,898.02,66.7,0.0,0.0,,223.0,3.0,0.0,305.0,286.0,19.0,0.0,0.0,65.35,10.0375,0.0,0.0,,0.0,0.0
1,2764,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,,0.0,1.5,0.0,0.0,0.0,1.5,0.0,
2,2764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.77,11.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1,2765,30.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,26.0,4.0,384.88,,1610.42,6.02,0.0,0.0,,0.0,0.0,0.0,3.4700599999999997,1009.68,1004.3,5.38,0.0,0.0,394.0,353.0,7.0,0.0,246.0,240.0,6.0,0.0,0.0,61.55,0.9,3.0,3.4700599999999997,61.55,0.0,0.0
2,2765,31.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,31.0,1.0,704.95,2633.92,2599.02,0.33,0.0,0.0,34.57,0.0,0.0,0.0,0.0,1830.67,1820.6,10.07,0.0,,402.0,370.0,1.0,0.0,337.0,,5.0,0.0,0.0,128.05,0.175,0.0,0.0,128.05,,0.0
3,2765,31.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,31.0,2.0,513.78,2512.28,2461.33,40.8,0.0,,10.15,0.0,0.0,0.0,5.555345,2528.98,2520.1,,0.0,0.0,354.0,330.0,,0.0,400.0,392.0,8.0,0.0,0.0,,0.285,1.0,5.555345,70.46,0.0,0.0
2,2766,,18.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,20.0,,,125.73,108.57,17.02,0.0,0.0,0.14,10.0,1.0,0.0,6274.525817,105.87,,2.6,0.0,0.0,,69.0,11.0,0.0,54.0,52.0,2.0,0.0,,40.0,0.3925,15.0,5364.640152,40.0,0.0,0.0
3,2766,26.0,18.0,1.0,1.0,,0.0,1.0,1.0,0.0,25.0,7.0,24.15,178.98,158.22,17.6,0.0,0.0,3.16,1.0,0.0,0.0,2744.9009920000003,124.3,124.02,,0.0,0.0,98.0,78.0,15.0,0.0,72.0,71.0,1.0,0.0,0.0,101.0,0.0425,,2479.737797,101.0,4.0,185.198938
1,2767,30.0,30.0,6.0,1.0,1.0,,1.0,1.0,0.0,30.0,17.0,,1006.08,940.57,22.4,42.52,0.0,0.59,14.0,0.0,0.0,2885.906555,790.93,628.08,25.8,137.05,0.0,346.0,292.0,24.0,16.0,348.0,267.0,26.0,55.0,0.0,418.9,364.119127816667,30.0,2644.662029,,0.0,0.0
2,2767,31.0,31.0,,,1.0,1.0,1.0,1.0,0.0,31.0,19.0,193.73,1240.05,1151.27,85.33,3.07,0.0,0.38,3.0,0.0,0.0,3866.9680659999995,896.23,718.83,100.2,77.2,0.0,422.0,374.0,40.0,3.0,,343.0,49.0,34.0,0.0,261.94,221.76040849999998,31.0,3664.9004950000003,168.94,0.0,
3,2767,31.0,27.0,4.0,,1.0,,1.0,1.0,0.0,31.0,16.0,201.22,1128.72,1078.67,49.9,0.0,0.0,0.15,,0.0,0.0,3011.693357,939.8,734.95,40.27,164.58,0.0,349.0,318.0,26.0,0.0,353.0,259.0,33.0,61.0,0.0,235.0,458.911972284667,25.0,2876.838099,178.0,0.0,0.0
1,2768,30.0,29.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,29.0,6.0,70.32,,277.57,15.82,0.0,0.0,0.01,0.0,0.0,0.0,1847.645391,363.27,287.77,75.5,0.0,0.0,224.0,214.0,9.0,0.0,,211.0,30.0,0.0,0.0,63.0,11.3625,,1728.680848,63.0,,0.0
2,2768,29.0,31.0,0.0,1.0,1.0,0.0,0.0,1.0,,29.0,5.0,31.3,322.6,307.07,15.4,0.0,0.0,0.13,0.0,0.0,0.0,2301.707412,405.87,365.42,,,0.0,,257.0,5.0,0.0,275.0,259.0,15.0,1.0,0.0,61.0,8.03445148,29.0,1979.3073769999999,61.0,0.0,0.0
3,2768,29.0,31.0,0.0,,1.0,0.0,0.0,1.0,0.0,29.0,1.0,69.88,353.9,351.2,1.88,0.0,0.0,0.82,0.0,0.0,0.0,1461.870874,471.37,,37.25,0.0,0.0,205.0,197.0,,0.0,244.0,230.0,14.0,0.0,,60.0,5.5025,31.0,788.375021,60.0,,7.40908
1,2769,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,8.0,0.0,13.07,17.7,17.7,0.0,0.0,0.0,0.0,0.0,0.0,,,136.35,120.92,15.43,0.0,0.0,21.0,,0.0,,71.0,61.0,10.0,0.0,,20.0,,0.0,0.0,20.0,0.0,0.0
2,2769,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,21.03,20.92,0.03,,0.0,0.08,0.0,0.0,0.0,0.0,96.83,91.52,5.32,,0.0,7.0,3.0,1.0,0.0,54.0,45.0,9.0,0.0,,,0.8125,0.0,0.0,3.83,0.0,0.0
3,2769,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.75,13.2,12.6,,0.0,0.0,0.6,0.0,0.0,0.0,0.0,84.98,72.57,,0.0,0.0,15.0,6.0,0.0,0.0,54.0,46.0,8.0,0.0,0.0,5.0,1.875,0.0,0.0,5.0,0.0,0.0
1,2770,30.0,25.0,0.0,1.0,1.0,0.0,,1.0,0.0,30.0,16.0,76.05,270.82,219.63,50.75,0.0,0.0,0.44,0.0,0.0,0.0,2738.45926,253.8,252.03,,,,264.0,234.0,24.0,0.0,252.0,247.0,5.0,0.0,0.0,35.0,0.2575,25.0,2719.687527,35.0,0.0,0.0
2,2770,30.0,26.0,1.0,1.0,,0.0,1.0,1.0,0.0,29.0,18.0,46.52,,221.77,37.33,0.0,0.0,4.88,1.0,0.0,0.0,2036.9506620000002,315.05,313.25,1.8,0.0,0.0,271.0,231.0,30.0,0.0,,272.0,,0.0,0.0,36.0,1.23683333333333,26.0,1964.025219,36.0,0.0,
3,2770,29.0,16.0,0.0,1.0,,0.0,0.0,,0.0,29.0,4.0,68.95,279.13,250.57,25.12,0.0,0.0,,0.0,0.0,0.0,485.64131100000003,271.58,267.03,4.55,0.0,0.0,224.0,204.0,8.0,,237.0,230.0,7.0,0.0,0.0,35.0,0.6275,15.0,477.90619699999996,35.0,0.0,0.0
1,2771,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,,19.68,,0.0,0.0,1.0,0.0,0.0,0.0,11.0,7.0,4.0,,0.0,0.0,0.145,0.0,0.0,0.0,0.0,0.0
2,2771,2.0,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.87,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,36.489691,,14.63,5.12,0.0,0.0,2.0,1.0,1.0,0.0,19.0,11.0,8.0,0.0,0.0,35.0,0.7775,1.0,31.516952000000003,35.0,0.0,0.0
3,2771,2.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,12.48,14.45,14.45,0.0,0.0,0.0,0.0,0.0,,0.0,1539.022617,49.63,49.4,0.23,0.0,0.0,2.0,2.0,0.0,0.0,8.0,7.0,1.0,0.0,,,0.035,10.0,,35.0,10.0,1251.172824
1,2772,27.0,30.0,10.0,1.0,0.0,,1.0,1.0,1.0,27.0,0.0,49.6,161.48,157.82,0.0,0.0,0.0,,,,0.0,1049.372261,165.78,165.78,0.0,0.0,0.0,137.0,126.0,0.0,0.0,149.0,149.0,0.0,0.0,0.0,76.0,0.0,30.0,850.8121380000001,76.0,1.0,0.004727
2,2772,26.0,30.0,14.0,1.0,1.0,0.0,1.0,1.0,0.0,26.0,1.0,35.73,127.6,123.17,1.25,0.0,0.0,3.18,87.0,0.0,0.0,1676.54695,144.68,140.8,3.88,0.0,0.0,116.0,110.0,1.0,0.0,99.0,97.0,2.0,0.0,0.0,92.55,0.0,25.0,1347.949002,92.55,,0.0
3,2772,25.0,,18.0,1.0,1.0,,1.0,1.0,,25.0,2.0,13.23,247.37,246.68,0.68,0.0,0.0,0.01,153.0,0.0,0.0,2756.513227,249.67,249.47,0.2,0.0,0.0,113.0,111.0,2.0,0.0,121.0,120.0,1.0,0.0,0.0,136.45,0.03,31.0,2356.246956,136.45,0.0,0.0
1,2773,,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,27.0,1.0,95.32,,435.73,0.6,,0.0,0.0,4.0,0.0,1.0,0.0,588.8,,102.92,0.0,0.0,108.0,107.0,1.0,0.0,140.0,93.0,47.0,0.0,0.0,96.2,14.3925,0.0,0.0,96.2,0.0,0.0
2,2773,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,55.15,499.48,498.88,0.0,0.0,0.0,0.6,0.0,0.0,0.0,,461.73,351.57,109.78,0.38,0.0,133.0,129.0,0.0,0.0,114.0,76.0,37.0,1.0,0.0,55.8,17.83043168,0.0,,55.8,0.0,0.0
3,2773,29.0,0.0,1.0,1.0,1.0,,1.0,0.0,,29.0,1.0,91.95,599.62,596.55,0.07,,0.0,3.0,3.0,0.0,0.0,0.0,491.93,426.68,65.25,0.0,0.0,140.0,,1.0,0.0,112.0,73.0,39.0,0.0,0.0,60.0,10.295,0.0,0.0,60.0,0.0,0.0
1,2774,7.0,8.0,3.0,1.0,1.0,0.0,1.0,,1.0,4.0,2.0,,9.1,7.58,0.72,0.0,0.0,0.8,2.0,2.0,0.0,603.164034,,30.43,26.5,,0.0,14.0,11.0,2.0,0.0,44.0,,22.0,0.0,0.0,39.0,4.0025,8.0,599.65801,39.0,,0.0
2,2774,17.0,25.0,3.0,1.0,,0.0,1.0,1.0,0.0,17.0,1.0,56.0,138.02,,0.65,0.0,0.0,0.09,1.0,5.0,0.0,2225.3357,,180.5,19.52,0.0,,41.0,38.0,1.0,0.0,,47.0,27.0,0.0,0.0,,2.9775,20.0,1482.607059,38.0,0.0,0.0
3,2774,22.0,21.0,0.0,1.0,,0.0,0.0,1.0,0.0,16.0,10.0,1.05,58.2,33.77,24.12,0.0,0.0,0.31,0.0,0.0,0.0,1552.163939,97.7,43.68,54.02,0.0,0.0,48.0,32.0,,,59.0,27.0,32.0,0.0,0.0,5.6,8.1625,17.0,1463.250931,5.6,0.0,0.0
1,2775,29.0,30.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,27.0,3.0,106.82,428.38,426.28,,0.0,0.0,0.68,1.0,0.0,0.0,396.43135099999995,531.05,510.38,20.67,0.0,0.0,120.0,109.0,3.0,0.0,135.0,122.0,13.0,0.0,0.0,,3.0225,30.0,355.18709,62.0,0.0,0.0
2,2775,31.0,31.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,31.0,5.0,92.5,746.32,737.48,,0.0,,2.47,1.0,0.0,0.0,474.40554000000003,760.35,726.78,33.57,0.0,0.0,189.0,168.0,8.0,0.0,123.0,115.0,8.0,0.0,0.0,68.13,5.1875,31.0,451.314046,68.13,0.0,0.0
3,2775,30.0,29.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,29.0,3.0,,830.75,809.95,1.17,0.0,0.0,19.63,0.0,0.0,0.0,320.783517,918.77,911.07,7.7,0.0,0.0,186.0,158.0,4.0,0.0,153.0,144.0,9.0,0.0,0.0,60.0,8.24171891333333,29.0,298.766588,60.0,0.0,0.0
1,2776,30.0,30.0,12.0,1.0,1.0,0.0,1.0,1.0,0.0,30.0,,162.27,906.18,626.65,274.67,0.0,0.0,4.86,16.0,,,3778.244891,931.73,832.58,99.15,,0.0,519.0,351.0,,0.0,405.0,296.0,109.0,0.0,0.0,286.38,15.794666666666698,30.0,3701.8198409999995,,0.0,0.0
2,2776,30.0,31.0,14.0,,1.0,0.0,1.0,1.0,0.0,29.0,,64.62,587.75,400.85,184.25,0.0,0.0,,17.0,8.0,0.0,2102.095592,857.47,,191.25,0.0,0.0,429.0,275.0,153.0,0.0,423.0,287.0,136.0,0.0,0.0,179.38,,30.0,,179.38,0.0,
3,2776,30.0,31.0,,1.0,1.0,,1.0,1.0,0.0,29.0,28.0,90.67,737.62,,152.82,0.0,0.0,17.37,33.0,7.0,0.0,2732.720156,550.85,428.22,122.63,0.0,0.0,,,139.0,0.0,452.0,324.0,128.0,0.0,0.0,202.38,21.145,29.0,2576.927193,202.38,0.0,0.0
1,2777,22.0,25.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,22.0,,30.37,372.92,364.02,,0.0,0.0,0.05,0.0,0.0,0.0,6012.432324,391.77,391.25,0.52,0.0,0.0,,95.0,6.0,0.0,112.0,111.0,1.0,0.0,0.0,90.0,0.08,23.0,5991.614304,90.0,0.0,
2,2777,26.0,20.0,0.0,1.0,1.0,0.0,0.0,,0.0,25.0,3.0,35.95,327.17,322.58,4.52,0.0,,0.07,0.0,0.0,,2052.678234,513.03,513.03,0.0,0.0,0.0,98.0,93.0,3.0,,128.0,128.0,0.0,,0.0,,0.0,,1924.1756870000002,90.0,2.0,124.876281
3,2777,26.0,27.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,26.0,3.0,,246.12,240.32,5.8,0.0,0.0,0.0,0.0,,0.0,5025.434478,330.82,330.82,0.0,0.0,0.0,78.0,74.0,4.0,0.0,93.0,93.0,0.0,0.0,0.0,90.0,0.0,22.0,211.73091200000002,90.0,23.0,4799.770967
1,2778,30.0,1.0,0.0,1.0,,,,1.0,0.0,30.0,0.0,109.17,420.25,420.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6918949999999999,,309.37,6.75,0.0,0.0,286.0,286.0,0.0,0.0,168.0,152.0,16.0,0.0,,55.0,0.7475,0.0,0.0,55.0,0.0,0.0
2,2778,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,,93.7,505.42,498.22,0.0,0.0,0.0,7.2,0.0,,0.0,0.0,533.52,526.37,7.15,0.0,0.0,324.0,320.0,0.0,0.0,256.0,234.0,22.0,0.0,0.0,55.0,0.695,0.0,0.0,55.0,0.0,0.0
3,2778,31.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,31.0,2.0,125.27,,453.02,1.58,,0.0,7.3,0.0,0.0,0.0,0.0,438.73,429.5,8.92,0.0,0.0,244.0,228.0,2.0,0.0,224.0,192.0,31.0,0.0,0.0,58.0,0.3175,0.0,0.0,58.0,0.0,0.0
1,2779,28.0,12.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,26.0,4.0,,275.67,,16.65,0.0,0.0,2.02,0.0,0.0,0.0,248.18984500000002,331.28,288.37,42.92,,0.0,174.0,142.0,7.0,0.0,213.0,,42.0,0.0,0.0,0.0,6.2425,11.0,168.020935,0.0,0.0,0.0
2,2779,,7.0,0.0,1.0,0.0,0.0,,1.0,0.0,24.0,0.0,12.57,,140.33,0.0,0.0,0.0,5.04,0.0,0.0,0.0,187.465111,,248.55,37.52,0.0,0.0,165.0,128.0,0.0,0.0,165.0,149.0,16.0,0.0,0.0,99.99,5.565,7.0,168.162915,94.99,0.0,0.0
3,2779,20.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,17.0,0.0,,230.58,225.48,0.0,0.0,0.0,5.1,3.0,0.0,0.0,86.83372299999999,208.28,,60.4,0.0,0.0,86.0,72.0,,0.0,146.0,94.0,52.0,0.0,0.0,62.5,9.145,6.0,49.794793,,0.0,0.0
1,2780,13.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,12.0,2.0,81.37,91.43,88.93,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.97,70.33,,0.0,0.0,20.0,17.0,3.0,0.0,21.0,18.0,3.0,0.0,,19.12,,0.0,0.0,19.12,0.0,0.0
2,2780,16.0,1.0,0.0,1.0,1.0,0.0,,1.0,0.0,15.0,2.0,9.68,31.97,30.07,1.9,,0.0,0.0,0.0,0.0,,0.031314,79.47,77.75,1.72,0.0,0.0,30.0,28.0,2.0,0.0,19.0,13.0,6.0,0.0,0.0,39.92,0.2575,,0.0,39.92,0.0,0.0
3,2780,13.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,12.0,1.0,21.63,70.65,,,0.0,0.0,0.0,0.0,1.0,0.0,,46.15,36.85,9.3,0.0,0.0,32.0,,3.0,0.0,36.0,22.0,14.0,0.0,0.0,27.26,0.1025,0.0,0.0,27.26,0.0,0.0
1,2781,30.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,6.0,,288.93,275.7,12.85,0.0,,0.38,0.0,0.0,,0.0,259.0,244.12,13.83,,0.0,240.0,225.0,9.0,0.0,197.0,186.0,10.0,0.0,0.0,60.0,2.065,0.0,0.0,60.0,0.0,0.0
2,2781,30.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,30.0,,63.0,363.62,360.68,2.93,0.0,0.0,0.01,0.0,0.0,0.0,0.0,295.97,284.23,11.73,0.0,0.0,268.0,265.0,,0.0,210.0,202.0,8.0,0.0,0.0,,1.765,0.0,0.0,,0.0,0.0
3,2781,31.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,31.0,,105.78,,440.93,17.55,0.0,,5.49,0.0,0.0,0.0,0.0,367.33,345.15,,,0.0,333.0,,10.0,0.0,199.0,183.0,,0.0,0.0,60.0,3.4927143933333302,0.0,,60.0,0.0,0.0
1,2782,,,5.0,1.0,1.0,,1.0,1.0,0.0,,4.0,144.22,973.13,956.38,4.62,0.0,0.0,,13.0,0.0,0.0,6311.2969490000005,598.87,,,0.72,0.0,256.0,248.0,5.0,0.0,202.0,197.0,3.0,,0.0,58.25,2.365706595,29.0,6311.854877000001,58.25,0.0,0.0
2,2782,31.0,30.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,,,722.7,2411.73,2395.87,8.63,0.0,0.0,7.23,33.0,0.0,0.0,3545.8527369999997,1232.3,1207.55,24.72,0.03,0.0,519.0,507.0,5.0,0.0,336.0,322.0,12.0,2.0,0.0,49.59,2.82415949766667,30.0,3499.093353,39.59,,0.0
3,2782,31.0,30.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,31.0,8.0,,1853.88,1808.07,18.13,19.25,0.0,8.43,12.0,0.0,4.0,13341.056181,1831.37,1294.27,,458.38,,499.0,477.0,11.0,2.0,494.0,387.0,38.0,69.0,0.0,319.7,1307.11521951983,30.0,,189.7,0.0,
1,2783,,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,4.0,13.0,48.08,105.65,49.33,38.02,,,11.78,,0.0,0.0,,17.0,9.7,,0.0,0.0,39.0,6.0,21.0,1.0,9.0,2.0,7.0,0.0,0.0,215.0,1.1225,0.0,0.0,215.0,0.0,0.0
2,2783,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,11.0,2.57,47.15,25.03,14.65,0.0,,7.47,0.0,0.0,0.0,,21.95,16.85,,0.0,0.0,38.0,16.0,20.0,0.0,17.0,10.0,6.0,,0.0,61.7,1.3875,0.0,0.0,,0.0,0.0
3,2783,10.0,0.0,1.0,1.0,1.0,0.0,1.0,,,2.0,8.0,,14.63,,6.95,0.0,0.0,6.9,0.0,1.0,0.0,0.0,28.17,10.88,17.28,0.0,0.0,15.0,,11.0,0.0,7.0,2.0,5.0,0.0,0.0,78.3,2.6,0.0,0.0,78.3,0.0,0.0
1,2784,27.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,27.0,2.0,40.43,238.68,229.22,8.4,0.0,0.0,1.06,1.0,0.0,0.0,,198.52,176.42,22.1,0.0,0.0,105.0,101.0,3.0,0.0,89.0,82.0,7.0,0.0,0.0,57.0,3.33,,,57.0,,0.0
2,2784,26.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,5.0,21.23,378.62,346.83,31.73,0.0,,,1.0,0.0,0.0,0.0,267.23,244.9,22.33,0.0,0.0,128.0,,,0.0,99.0,91.0,8.0,0.0,0.0,61.8,3.3675,0.0,0.0,61.8,0.0,0.0
3,2784,28.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,28.0,2.0,26.95,,183.92,7.17,0.0,0.0,1.63,2.0,1.0,0.0,0.0,270.63,265.93,,0.0,0.0,107.0,102.0,2.0,0.0,,117.0,4.0,,0.0,59.0,0.7125,0.0,0.0,59.0,0.0,0.0
1,2785,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.02,0.62,0.62,0.0,,0.0,0.0,0.0,0.0,0.0,,187.75,181.37,6.38,0.0,0.0,4.0,4.0,0.0,0.0,66.0,58.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2,2785,3.0,0.0,,,,0.0,,0.0,0.0,3.0,0.0,0.0,0.48,0.48,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.95,188.73,29.22,0.0,0.0,3.0,3.0,0.0,,76.0,,13.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,,0.0
3,2785,2.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.48,123.57,4.92,0.0,0.0,2.0,2.0,0.0,0.0,41.0,37.0,4.0,,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0
1,2786,24.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,24.0,1.0,40.33,102.67,101.98,0.6,0.0,0.0,0.09,0.0,0.0,0.0,44.352387,173.85,167.08,,0.0,0.0,81.0,78.0,1.0,0.0,89.0,85.0,4.0,0.0,0.0,,0.175,8.0,44.111339,0.0,0.0,0.0
2,2786,24.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,64.68,184.78,184.68,0.0,0.0,0.0,0.1,0.0,0.0,0.0,26.773196999999996,106.07,,0.0,0.0,,87.0,86.0,0.0,,62.0,62.0,0.0,0.0,0.0,35.01,0.0,6.0,25.34806,,0.0,0.0
3,2786,23.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,,,187.57,186.78,0.0,,0.0,0.79,0.0,,0.0,0.0,192.63,192.12,0.52,0.0,0.0,94.0,90.0,0.0,0.0,83.0,82.0,1.0,0.0,0.0,63.44,0.05,0.0,0.0,,0.0,0.0
1,2787,27.0,,0.0,1.0,1.0,0.0,0.0,,0.0,27.0,,12.12,92.6,91.77,0.72,0.0,0.0,0.11,,0.0,,641.4267980000001,216.42,216.42,0.0,,0.0,90.0,85.0,4.0,0.0,112.0,112.0,0.0,0.0,0.0,149.25,0.0,30.0,589.6522620000001,149.25,0.0,0.0
2,2787,28.0,21.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,28.0,4.0,24.12,,128.85,5.08,0.0,0.0,0.0,,,0.0,712.6749980000001,169.27,,1.22,0.0,0.0,104.0,100.0,4.0,0.0,134.0,130.0,,0.0,,83.0,0.1875,21.0,619.445779,83.0,0.0,0.0
3,2787,27.0,30.0,0.0,1.0,1.0,0.0,,1.0,1.0,27.0,1.0,15.77,109.17,109.05,0.12,0.0,0.0,0.0,0.0,0.0,0.0,904.3358539999999,212.25,210.23,2.02,0.0,0.0,109.0,108.0,1.0,,115.0,113.0,,,0.0,78.0,0.3025,30.0,,78.0,0.0,0.0
1,2788,30.0,30.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,26.0,26.0,204.57,633.17,414.95,82.43,6.1,0.0,,6.0,1.0,0.0,2937.646609,691.63,526.98,,4.72,0.0,298.0,,,39.0,294.0,234.0,,4.0,0.0,359.75,45.43454522175,30.0,2755.182576,359.75,0.0,0.0
2,2788,,31.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,27.0,25.0,115.42,649.95,343.65,115.3,3.83,0.0,187.17,5.0,13.0,0.0,1553.4950789999998,461.57,338.07,,0.0,0.0,185.0,83.0,59.0,10.0,,155.0,57.0,0.0,,217.75,19.7775,31.0,1469.4173369999999,217.75,,0.0
3,2788,31.0,31.0,6.0,1.0,1.0,1.0,1.0,1.0,,30.0,26.0,114.23,665.38,451.28,106.42,21.8,0.0,85.88,6.0,8.0,0.0,,1099.25,898.52,,7.88,0.0,345.0,143.0,77.0,108.0,352.0,246.0,100.0,6.0,0.0,,266.46013063066005,31.0,2427.723675,688.75,0.0,0.0
1,2789,30.0,30.0,11.0,1.0,1.0,0.0,1.0,1.0,0.0,30.0,7.0,359.2,983.87,968.55,15.07,0.0,0.0,0.25,29.0,0.0,0.0,4234.773213,957.7,946.92,,0.0,0.0,596.0,581.0,11.0,0.0,388.0,384.0,4.0,0.0,,87.25,1.6225,30.0,4220.710591,87.25,0.0,0.0
2,2789,31.0,30.0,,1.0,1.0,0.0,1.0,1.0,0.0,31.0,1.0,114.03,545.87,542.5,2.7,0.0,0.0,0.67,8.0,0.0,0.0,6423.004836,465.22,461.83,,0.0,0.0,413.0,408.0,1.0,0.0,277.0,,6.0,,0.0,94.9,0.5175,30.0,6307.341399,94.9,0.0,0.0
3,2789,31.0,2.0,27.0,1.0,1.0,0.0,1.0,1.0,0.0,31.0,2.0,294.43,1129.13,1125.75,0.43,0.0,0.0,2.95,180.0,,0.0,217.41174500000002,663.38,659.0,4.38,0.0,,,496.0,2.0,0.0,,344.0,5.0,0.0,0.0,106.74,,2.0,,106.74,0.0,0.0
1,2790,22.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,21.0,7.0,,,214.38,,0.0,0.0,18.98,2.0,0.0,0.0,0.000366,,370.08,9.75,4.58,0.0,66.0,53.0,7.0,0.0,69.0,47.0,,2.0,0.0,51.0,2.8835332875,0.0,,51.0,0.0,0.0
2,2790,23.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,22.0,,30.5,180.95,105.25,42.43,0.0,0.0,33.27,0.0,0.0,0.0,0.0,394.43,383.55,10.88,0.0,,55.0,41.0,9.0,0.0,74.0,61.0,13.0,0.0,0.0,50.0,1.6425,0.0,0.0,50.0,0.0,0.0
